Dates,Total Consumption,was_missing,DayOfWeek,DayOfMonth,Month,Quarter,DayOfYear,WeekOfYear,Year,DayOfWeek_sin,DayOfWeek_cos,DayOfYear_sin,DayOfYear_cos,Month_sin,Month_cos,lag_1,lag_7,lag_30,lag_365,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30
2015-06-29,3040.0000000000005,0,0,29,6,2,180,27,2015,0.0,1.0,0.04514101777397193,-0.9989806246941579,1.2246467991473532e-16,-1.0,2977.2000000000003,2918.200000000001,3185.3,3058.8000000000006,2939.628571428572,82.59410217616875,3000.4683333333332,96.38757474950803
2015-06-30,3044.099999999999,0,1,30,6,2,181,27,2015,0.7818314824680298,0.6234898018587336,0.02795029824021032,-0.999609314096404,1.2246467991473532e-16,-1.0,3040.0000000000005,2949.7,3051.7999999999997,3033.3000000000006,2953.1142857142863,91.71560079164942,3000.2116666666666,96.25633493109872
2015-07-01,3097.4999999999995,0,2,1,7,3,182,27,2015,0.9749279121818236,-0.22252093395631434,0.01075130776352193,-0.9999422030204416,-0.4999999999999997,-0.8660254037844388,3044.099999999999,2860.9,2989.2000000000003,3007.7,2986.914285714286,95.58346141064457,3003.8216666666663,97.84681525602761
2015-07-02,3161.0,0,3,2,7,3,183,27,2015,0.43388373911755823,-0.900968867902419,-0.00645086419810515,-0.9999791929590823,-0.4999999999999997,-0.8660254037844388,3097.4999999999995,2802.6,2988.4,2945.7,3038.1142857142863,73.93824965406824,3009.575,101.89923246809238
2015-07-03,3229.8,0,4,3,7,3,184,27,2015,-0.433883739117558,-0.9009688679024191,-0.023651127245231586,-0.9997202729664083,-0.4999999999999997,-0.8660254037844388,3161.0,2941.3,3009.0,2977.2,3079.328571428571,89.70439815093795,3016.935,109.54353342629331
2015-07-04,3247.8,0,5,4,7,3,185,27,2015,-0.9749279121818236,-0.2225209339563146,-0.04084439154329611,-0.9991655196610109,-0.4999999999999997,-0.8660254037844388,3229.8,3005.7000000000003,3048.8000000000006,3063.7000000000003,3113.9142857142856,102.36334676976932,3023.5683333333336,117.29082958195517
2015-07-05,3179.5999999999995,0,6,5,7,3,186,27,2015,-0.7818314824680299,0.6234898018587334,-0.05802556932878035,-0.9983150972033183,-0.4999999999999997,-0.8660254037844388,3247.8,2977.2000000000003,3061.4999999999995,3038.3,3142.8285714285707,84.30212955567958,3027.505,120.54462212149527
2015-07-06,3175.9,0,0,6,7,3,187,28,2015,0.0,1.0,-0.07518957641475855,-0.9971692572470178,-0.4999999999999997,-0.8660254037844388,3179.5999999999995,3040.0000000000005,3073.7000000000003,2963.7,3162.242857142857,71.32402253434618,3030.911666666667,123.3075924637073
2015-07-07,3207.9,0,1,7,7,3,188,28,2015,0.7818314824680298,0.6234898018587336,-0.09233133369539122,-0.9957283388645872,-0.4999999999999997,-0.8660254037844388,3175.9,3044.099999999999,3010.7,2957.4,3185.6428571428573,49.693422004125395,3037.4849999999997,127.38188656894062
2015-07-08,3212.8000000000006,0,2,8,7,3,189,28,2015,0.9749279121818236,-0.22252093395631434,-0.10944576864891556,-0.993992768446958,-0.4999999999999997,-0.8660254037844388,3207.9,3097.4999999999995,3106.7,2958.499999999999,3202.1142857142854,31.320410202328652,3041.0216666666665,130.79697328785858
2015-07-09,3184.800000000001,0,3,9,7,3,190,28,2015,0.43388373911755823,-0.900968867902419,-0.12652781683868314,-0.9919630595773397,-0.4999999999999997,-0.8660254037844388,3212.8000000000006,3161.0,3135.3,2906.7,3205.5142857142855,27.124062415295008,3042.6716666666666,132.33053292948966
2015-07-10,3072.7000000000007,0,4,10,7,3,191,28,2015,-0.433883739117558,-0.9009688679024191,-0.1435724234118113,-0.9896398128792412,-0.4999999999999997,-0.8660254037844388,3184.800000000001,3229.8,3164.2,2996.2,3183.0714285714284,54.67838434234833,3039.6216666666664,130.47436244621989
2015-07-11,3009.9,0,5,11,7,3,192,28,2015,-0.9749279121818236,-0.2225209339563146,-0.16057454459499376,-0.9870237158387383,-0.4999999999999997,-0.8660254037844388,3072.7000000000007,3247.8,3143.0999999999995,2943.5999999999995,3149.0857142857144,77.08405430810572,3035.181666666667,129.09064209475903
2015-07-12,2878.4,0,6,12,7,3,193,28,2015,-0.7818314824680299,0.6234898018587334,-0.17752914918703497,-0.984115542601034,-0.4999999999999997,-0.8660254037844388,3009.9,3179.5999999999995,3098.9999999999995,2892.7,3106.0571428571434,125.85119330839125,3027.8283333333334,131.58883041592173
2015-07-13,3072.8000000000006,0,0,13,7,3,194,29,2015,0.0,1.0,-0.19443122004766195,-0.9809161537413774,-0.4999999999999997,-0.8660254037844388,2878.4,3175.9,2952.4000000000005,2994.3,3091.3285714285716,122.29788379589999,3031.8416666666667,131.04392530444045
2015-07-14,3217.2000000000007,0,1,14,7,3,195,29,2015,0.7818314824680298,0.6234898018587336,-0.2112757555821793,-0.9774264960104055,-0.4999999999999997,-0.8660254037844388,3072.8000000000006,3207.9,2775.2000000000007,3011.75,3092.6571428571433,123.81639440644618,3046.575,125.94243810375339
2015-07-15,3363.5000000000005,0,2,15,7,3,196,29,2015,0.9749279121818236,-0.22252093395631434,-0.2280577712215198,-0.9736476020539838,-0.4999999999999997,-0.8660254037844388,3217.2000000000007,3212.8000000000006,2895.75,3029.2,3114.1857142857148,156.87584718042072,3062.1666666666665,135.2371743764783
2015-07-16,3276.100000000001,0,3,16,7,3,197,29,2015,0.43388373911755823,-0.900968867902419,-0.24477230089725957,-0.9695805901076308,-0.4999999999999997,-0.8660254037844388,3363.5000000000005,3184.800000000001,3016.2999999999997,2956.4,3127.2285714285717,167.18215329680314,3070.826666666667,140.41779515219235
2015-07-17,3233.6000000000004,0,4,17,7,3,198,29,2015,-0.433883739117558,-0.9009688679024191,-0.2614143985111562,-0.965226663665613,-0.4999999999999997,-0.8660254037844388,3276.100000000001,3072.7000000000007,3047.2000000000003,3027.4000000000005,3150.214285714286,169.48075041699684,3077.0400000000004,143.4280225589589
2015-07-18,3154.1,0,5,18,7,3,199,29,2015,-0.9749279121818236,-0.2225209339563146,-0.2779791393987801,-0.9605871111248129,-0.4999999999999997,-0.8660254037844388,3233.6000000000004,3009.9,3064.5999999999995,3070.9999999999995,3170.814285714286,157.95507197272443,3080.023333333333,144.0896289152012
2015-07-19,2975.6000000000004,0,6,19,7,3,200,29,2015,-0.7818314824680299,0.6234898018587334,-0.2944616217868012,-0.9556633054034704,-0.4999999999999997,-0.8660254037844388,3154.1,2878.4,3037.5999999999995,3114.1,3184.7000000000003,129.7122713290351,3077.956666666667,145.15974240846796
2015-07-20,3047.7,0,0,20,7,3,201,30,2015,0.0,1.0,-0.3108569682435036,-0.9504567035349151,-0.4999999999999997,-0.8660254037844388,2975.6000000000004,3072.8000000000006,2999.3,3142.899999999999,3181.1142857142863,133.60952347010542,3079.57,144.52295880132849
2015-07-21,3079.0000000000005,0,1,21,7,3,202,30,2015,0.7818314824680298,0.6234898018587336,-0.3271603271220951,-0.9449688462364056,-0.4999999999999997,-0.8660254037844388,3047.7,3217.2000000000007,2848.699999999999,3109.0499999999997,3161.371428571429,137.54133577809517,3087.246666666667,137.79684129640003
2015-07-22,3060.8,0,2,22,7,3,203,30,2015,0.9749279121818236,-0.22252093395631434,-0.34336687399638804,-0.939201357453208,-0.4999999999999997,-0.8660254037844388,3079.0000000000005,3363.5000000000005,2918.200000000001,3075.2000000000003,3118.128571428572,107.76112029680404,3092.0000000000005,134.17640729972993
2015-07-23,3082.0,0,3,23,7,3,204,30,2015,0.43388373911755823,-0.900968867902419,-0.3594718130884232,-0.9331559438780432,-0.4999999999999997,-0.8660254037844388,3060.8,3276.100000000001,2949.7,3017.5000000000005,3090.4,82.30324011444654,3096.4100000000003,131.48530886862173
2015-07-24,3069.8,0,4,24,7,3,205,30,2015,-0.433883739117558,-0.9009688679024191,-0.3754703786876202,-0.9268343944460494,-0.4999999999999997,-0.8660254037844388,3082.0,3233.6000000000004,2860.9,2959.8000000000006,3067.0000000000005,52.80173608259492,3103.373333333334,123.89535332171947
2015-07-25,3027.7,0,5,25,7,3,206,30,2015,-0.9749279121818236,-0.2225209339563146,-0.3913578365610259,-0.9202385798054075,-0.4999999999999997,-0.8660254037844388,3069.8,3154.1,2802.6,3033.6,3048.942857142857,37.425029821569446,3110.8766666666666,111.21965741452105
2015-07-26,2878.1000000000004,0,6,26,7,3,207,30,2015,-0.7818314824680299,0.6234898018587334,-0.4071294853542516,-0.9133704517637858,-0.4999999999999997,-0.8660254037844388,3027.7,2975.6000000000004,2941.3,3056.4,3035.014285714286,71.70991164806843,3108.77,115.07421038856982
2015-07-27,2944.6,0,0,27,7,3,208,31,2015,0.0,1.0,-0.4227806579826773,-0.9062320427107697,-0.4999999999999997,-0.8660254037844388,2878.1000000000004,3047.7,3005.7000000000003,3058.7333333333336,3020.285714285714,78.89779102467722,3106.733333333333,117.47693341698431
2015-07-28,3019.6000000000004,0,1,28,7,3,209,31,2015,0.7818314824680298,0.6234898018587336,-0.4383067230125192,-0.898825465016444,-0.4999999999999997,-0.8660254037844388,2944.6,3079.0000000000005,2977.2000000000003,3061.066666666667,3011.8,74.60810947881012,3108.146666666667,116.11193687583794
2015-07-29,3054.7000000000003,0,2,29,7,3,210,31,2015,0.9749279121818236,-0.22252093395631434,-0.45370308603134424,-0.8911529104063088,-0.4999999999999997,-0.8660254037844388,3019.6000000000004,3060.8,3040.0000000000005,3063.4000000000005,3010.928571428572,73.97332208948366,3108.6366666666668,115.84514778085841
2015-07-30,3051.2,0,3,30,7,3,211,31,2015,0.43388373911755823,-0.900968867902419,-0.46896519100763184,-0.8832166493127127,-0.4999999999999997,-0.8660254037844388,3054.7000000000003,3082.0,3044.099999999999,2993.8,3006.5285714285715,69.84200537132203,3108.873333333334,115.71593617587241
2015-07-31,3055.3,0,4,31,7,3,212,31,2015,-0.433883739117558,-0.9009688679024191,-0.48408852163897587,-0.8750190302029955,-0.4999999999999997,-0.8660254037844388,3051.2,3069.8,3097.4999999999995,2917.2000000000003,3004.457142857143,67.83899707256558,3107.466666666667,116.11476882908124
2015-08-01,2976.6000000000004,0,5,1,8,3,213,31,2015,-0.9749279121818236,-0.2225209339563146,-0.4990686026885319,-0.8665624788845385,-0.8660254037844384,-0.5000000000000004,3055.3,3027.7,3161.0,2963.8,2997.1571428571433,67.67020164354585,3101.3200000000006,118.04782315538549
2015-08-02,2890.2999999999997,0,6,2,8,3,214,31,2015,-0.7818314824680299,0.6234898018587334,-0.5139010013093103,-0.8578494977869301,-0.8660254037844384,-0.5000000000000004,2976.6000000000004,2878.1000000000004,3229.8,3010.4000000000005,2998.9,64.158813372251,3090.0033333333336,121.52815619076657
2015-08-03,3003.0000000000005,0,0,3,8,3,215,32,2015,0.0,1.0,-0.5285813283559292,-0.8488826652214553,-0.8660254037844384,-0.5000000000000004,2890.2999999999997,2944.6,3247.8,3040.1,3007.2428571428572,59.55280170133288,3081.8433333333332,118.75444291749473
2015-08-04,3027.2,0,1,4,8,3,216,32,2015,0.7818314824680298,0.6234898018587336,-0.5431052396834317,-0.8396646346181327,-0.8660254037844384,-0.5000000000000004,3003.0000000000005,3019.6000000000004,3179.5999999999995,3068.4,3008.328571428571,59.8839910239329,3076.763333333334,117.68327594345087
2015-08-05,3020.3,0,2,5,8,3,217,32,2015,0.9749279121818236,-0.22252093395631434,-0.5574684374327892,-0.8301981337405212,-0.8660254037844384,-0.5000000000000004,3027.2,3054.7000000000003,3175.9,3095.3,3003.4142857142856,56.775153854834535,3071.576666666667,116.58713385965852
2015-08-06,3083.2,0,3,6,8,3,218,32,2015,0.43388373911755823,-0.900968867902419,-0.5716666713027052,-0.8204859638785327,-0.8660254037844384,-0.5000000000000004,3020.3,3051.2,3207.9,3028.7000000000003,3007.9857142857145,62.284974875488096,3067.4200000000005,113.74759535162296
2015-08-07,3120.9,0,4,7,8,3,219,32,2015,-0.433883739117558,-0.9009688679024191,-0.5856957398073508,-0.8105309990194823,-0.8660254037844384,-0.5000000000000004,3083.2,3055.3,3212.8000000000006,3054.6000000000004,3017.3571428571427,74.35583046279368,3064.356666666667,110.89917658764087
2015-08-08,3127.2,0,5,8,8,3,220,32,2015,-0.9749279121818236,-0.2225209339563146,-0.5995514915196489,-0.8003361849976323,-0.8660254037844384,-0.5000000000000004,3120.9,2976.6000000000004,3184.800000000001,3076.8,3038.871428571428,81.99288006256897,3062.436666666667,109.22805779284016
2015-08-09,3025.100000000001,0,6,9,8,3,221,32,2015,-0.7818314824680299,0.6234898018587334,-0.6132298262997502,-0.7899045386224707,-0.8660254037844384,-0.5000000000000004,3127.2,2890.2999999999997,3072.7000000000007,3101.5999999999995,3058.128571428572,51.40900421412916,3060.8500000000004,109.41938537824244
2015-08-10,3135.9,0,0,10,8,3,222,33,2015,0.0,1.0,-0.6267266965083301,-0.7792391467859886,-0.8660254037844384,-0.5000000000000004,3025.100000000001,3003.0000000000005,3009.9,3022.5,3077.1142857142863,52.190913275916955,3065.05,109.81376947140053
2015-08-11,3136.9,0,1,11,8,3,223,33,2015,0.7818314824680298,0.6234898018587336,-0.6400381082043503,-0.7683431655492202,-0.8660254037844384,-0.5000000000000004,3135.9,3027.2,2878.4,2970.599999999999,3092.785714285714,51.16491078113125,3073.666666666667,104.6850196223609
2015-08-12,3105.0999999999995,0,2,12,8,3,224,33,2015,0.9749279121818236,-0.22252093395631434,-0.65316012232693,-0.7572198192083127,-0.8660254037844384,-0.5000000000000004,3136.9,3020.3,3072.8000000000006,2989.4999999999995,3104.9000000000005,39.95259691187996,3074.7433333333333,104.8417812322682
2015-08-13,3125.3,0,3,13,8,3,225,33,2015,0.43388373911755823,-0.900968867902419,-0.666088855860977,-0.7458723993404063,-0.8660254037844384,-0.5000000000000004,3105.0999999999995,3083.2,3217.2000000000007,3033.45,3110.914285714286,39.30506449862814,3071.6800000000003,101.83535189978207
2015-08-14,3132.6000000000004,0,4,14,8,3,226,33,2015,-0.433883739117558,-0.9009688679024191,-0.6788204829862355,-0.734304263829602,-0.8660254037844384,-0.5000000000000004,3125.3,3120.9,3363.5000000000005,3077.4,3112.585714285714,40.04232879393178,3063.983333333334,86.60610428169139
2015-08-15,2957.5999999999995,0,5,15,8,3,227,33,2015,-0.9749279121818236,-0.2225209339563146,-0.6913512362094071,-0.722518835873311,-0.8660254037844384,-0.5000000000000004,3132.6000000000004,3127.2,3276.100000000001,3112.8,3088.3571428571436,69.90250012562178,3053.366666666667,78.88455700156923
2015-08-16,2866.6000000000004,0,6,16,8,3,228,33,2015,-0.7818314824680299,0.6234898018587334,-0.7036774074790128,-0.7105196029692745,-0.8660254037844384,-0.5000000000000004,2957.5999999999995,3025.100000000001,3233.6000000000004,3103.2,3065.714285714286,108.70758067053512,3041.133333333333,78.42600876351577
2015-08-17,3017.9999999999995,0,0,17,8,3,229,34,2015,0.0,1.0,-0.7157953492826642,-0.6983101158835584,-0.8660254037844384,-0.5000000000000004,2866.6000000000004,3135.9,3154.1,3093.5999999999995,3048.871428571428,105.0943023239368,3036.596666666667,75.54965703536455
2015-08-18,3078.2000000000003,0,1,18,8,3,230,34,2015,0.7818314824680298,0.6234898018587336,-0.7277014757264236,-0.6858939875998223,-0.8660254037844384,-0.5000000000000004,3017.9999999999995,3136.9,2975.6000000000004,3089.599999999999,3040.4857142857145,99.06880485420557,3040.016666666667,75.01358995649555
2015-08-19,3090.0,0,2,19,8,3,231,34,2015,0.9749279121818236,-0.22252093395631434,-0.7393922635959241,-0.673274892250183,-0.8660254037844384,-0.5000000000000004,3078.2000000000003,3105.0999999999995,3047.7,3058.6,3038.328571428571,97.58061136459577,3041.4266666666667,75.55855885399285
2015-08-20,3111.8500000000004,1,3,20,8,3,232,34,2015,0.43388373911755823,-0.900968867902419,-0.7508642533989489,-0.6604565640279754,-0.8660254037844384,-0.5000000000000004,3090.0,3125.3,3079.0000000000005,2965.2000000000003,3036.407142857143,95.69690185064546,3042.521666666667,76.35567824710272
2015-08-21,3133.7000000000007,0,4,21,8,3,233,34,2015,-0.433883739117558,-0.9009688679024191,-0.7621140503891487,-0.6474427960827475,-0.8660254037844384,-0.5000000000000004,3111.8500000000004,3132.6000000000004,3060.8,3057.7,3036.5642857142857,95.88190963492882,3044.951666666667,78.0975831708436
2015-08-22,3097.8000000000006,0,5,22,8,3,234,34,2015,-0.9749279121818236,-0.2225209339563146,-0.7731383255706026,-0.6342374393978054,-0.8660254037844384,-0.5000000000000004,3133.7000000000007,2957.5999999999995,3082.0,3101.3,3056.592857142857,91.16513601049607,3045.4783333333335,78.40869682953642
2015-08-23,3028.0999999999995,0,6,23,8,3,235,34,2015,-0.7818314824680299,0.6234898018587334,-0.7839338166829201,-0.620844401650647,-0.8660254037844384,-0.5000000000000004,3097.8000000000006,2866.6000000000004,3069.8,3119.7,3079.664285714286,42.53432647373625,3044.088333333333,78.33224738181234
2015-08-24,3157.899999999999,0,0,24,8,3,236,35,2015,0.0,1.0,-0.7944973291665992,-0.6072676460566135,-0.8660254037844384,-0.5000000000000004,3028.0999999999995,3017.9999999999995,3027.7,3108.5999999999995,3099.65,41.58796901352312,3048.4283333333337,80.95587099680303
2015-08-25,3248.899999999999,0,1,25,8,3,237,35,2015,0.7818314824680298,0.6234898018587336,-0.8048257371083452,-0.593511190196115,-0.8660254037844384,-0.5000000000000004,3157.899999999999,3078.2000000000003,2878.1000000000004,3104.4,3124.035714285714,68.34980318363294,3060.7883333333334,82.34825091136736
2015-08-26,3289.2000000000003,0,2,26,8,3,238,35,2015,0.9749279121818236,-0.22252093395631434,-0.8149159841660791,-0.5795791048257612,-0.8660254037844384,-0.5000000000000004,3248.899999999999,3090.0,2944.6,3118.2000000000003,3152.4928571428572,89.89097298290326,3072.275,89.32112808521029
2015-08-27,3289.7000000000007,0,3,27,8,3,239,35,2015,0.43388373911755823,-0.900968867902419,-0.8247650844733614,-0.5654755126737576,-0.8660254037844384,-0.5000000000000004,3289.2000000000003,3111.8500000000004,3019.6000000000004,3060.0,3177.9000000000005,100.94356509127813,3081.278333333333,97.10229735850605
2015-08-28,3319.3,0,4,28,8,3,240,35,2015,-0.433883739117558,-0.9009688679024191,-0.8343701235229537,-0.5512045872199277,-0.8660254037844384,-0.5000000000000004,3289.7000000000007,3133.7000000000007,3054.7000000000003,3114.9999999999995,3204.414285714286,111.2481374911154,3090.0983333333334,106.1961364348024
2015-08-29,3227.6,0,5,29,8,3,241,35,2015,-0.9749279121818236,-0.2225209339563146,-0.8437282590292712,-0.5367705514607103,-0.8660254037844384,-0.5000000000000004,3319.3,3097.8000000000006,3051.2,3102.1,3222.9571428571426,100.84724185856746,3095.9783333333335,108.81926781986571
2015-08-30,3185.100000000001,0,6,30,8,3,242,35,2015,-0.7818314824680299,0.6234898018587334,-0.8528367217694595,-0.522177676659508,-0.8660254037844384,-0.5000000000000004,3227.6,3028.0999999999995,3055.3,3130.5,3245.3857142857146,59.109458593717925,3100.305,109.72280147623947
2015-08-31,3304.5000000000005,0,0,31,8,3,243,36,2015,0.0,1.0,-0.8616928164028521,-0.5074302810827518,-0.8660254037844384,-0.5000000000000004,3185.100000000001,3157.899999999999,2976.6000000000004,3080.3,3266.3285714285716,47.84365908132684,3111.2349999999997,113.25016948301824
2015-09-01,3328.1,0,1,1,9,3,244,36,2015,0.7818314824680298,0.6234898018587336,-0.8702939222685674,-0.49253272872205434,-1.0,-1.8369701987210297e-16,3304.5000000000005,3248.899999999999,2890.2999999999997,3087.4999999999995,3277.6428571428573,52.201464128388714,3125.8283333333334,111.9993254931523
2015-09-02,3309.6,0,2,2,9,3,245,36,2015,0.9749279121818236,-0.22252093395631434,-0.8786374941610001,-0.4774894280028391,-1.0,-1.8369701987210297e-16,3328.1,3289.2000000000003,3003.0000000000005,3078.1000000000013,3280.557142857143,53.50731592172678,3136.0483333333336,114.36833906237666
